name,gcode,bsMtxNoSrt,primMatrix,isPrim,phi,phi_sym,inPoly,outPoly,inv_phi,bar_phi,invbar_phi,sym_type,mFilling(w/Gcode),genus,arrowpoly,cable_arr_poly,namel,name0
"<a href=""/flatknot/5.40"">5.40</a>",O1O2O3O4U1U4O5U2U3U5,"[[ 0 -3 -1  1  1  2]
 [ 3  0  2  3  1  2]
 [ 1 -2  0  1  0  2]
 [-1 -3 -1  0  0  1]
 [-1 -1  0  0  0  0]
 [-2 -2 -2 -1  0  0]]","[[ 0  2  1  1 -1 -3]
 [-2  0  0 -1 -2 -2]
 [-1  0  0  0  0 -1]
 [-1  1  0  0 -1 -3]
 [ 1  2  0  1  0 -2]
 [ 3  2  1  3  2  0]]",True,"[-2, -1, -1, 1, 3, 0, 1, 2, 2, 0, 0, 1, 1, 3, 2]","[-3, -1, 1, 1, 2, 0, 1, 3, 3, 1, 2, 1, 0, 0, 1]",t^{5} + 24 t^{3} + 10 t,t^{6} + 40 t^{4} + 35 t^{2} + 1,"[-3, -1, 1, 1, 2, 0, 1, 3, 3, 1, 2, 1, 0, 0, 1]","[-2, -1, -1, 1, 3, 0, 1, 1, 3, 0, 1, 1, 2, 3, 0]","[-3, -1, 1, 1, 2, 2, 1, 3, 2, 0, 1, 2, 0, 0, 1]","[0, 0, 0]","[[{1, 5}, {2, 4}, {3}], [{3, 5}, {2, 4}, {1}], [{5}, {2, 4}, {1, 3}]]",1,4 K_1^3 - 2 K_1^2 - 2 K_1 K_2 - 2 K_1 + K_2,-192*K1**2*K2**4 + 288*K1**2*K2**3 - 1008*K1**2*K2**2 - 128*K1**2*K2*K4 + 1200*K1**2*K2 - 944*K1**2 + 352*K1*K2**3*K3 + 96*K1*K2**2*K3*K4 - 288*K1*K2**2*K3 - 32*K1*K2**2*K5 + 928*K1*K2*K3 + 96*K1*K3*K4 - 32*K2**6 + 64*K2**4*K4 - 344*K2**4 - 176*K2**2*K3**2 - 72*K2**2*K4**2 + 328*K2**2*K4 - 472*K2**2 + 16*K2*K3*K5 - 208*K3**2 - 78*K4**2 + 604,"<a href=""/flatknot/5.40"">5.40</a>",5.40
"<a href=""/flatknot/5.41"">5.41</a>",O1O2O3O4U1U4O5U2U5U3,"[[ 0 -3 -1  2  1  1]
 [ 3  0  2  3  1  1]
 [ 1 -2  0  2  0  1]
 [-2 -3 -2  0  0  0]
 [-1 -1  0  0  0  0]
 [-1 -1 -1  0  0  0]]","[[ 0  2  1  1 -1 -3]
 [-2  0  0  0 -2 -3]
 [-1  0  0  0  0 -1]
 [-1  0  0  0 -1 -1]
 [ 1  2  0  1  0 -2]
 [ 3  3  1  1  2  0]]",True,"[-2, -1, -1, 1, 3, 0, 0, 2, 3, 0, 0, 1, 1, 1, 2]","[-3, -1, 1, 1, 2, 0, 3, 3, 2, 1, 2, 1, 0, 1, 1]",t^{5} + 20 t^{3} + 6 t,t^{6} + 36 t^{4} + 23 t^{2} + 1,"[-3, -1, 1, 1, 2, 0, 3, 3, 2, 1, 2, 1, 0, 1, 1]","[-2, -1, -1, 1, 3, 1, 1, 1, 2, 0, 1, 3, 2, 3, 0]","[-3, -1, 1, 1, 2, 2, 1, 1, 3, 0, 1, 2, 0, 0, 0]","[0, 0, 0]","[[{1, 5}, {2, 4}, {3}], [{3, 5}, {2, 4}, {1}], [{5}, {2, 4}, {1, 3}], [{5}, {3, 4}, {1, 2}]]",1,- 6 K_1^2 - 2 K_1 K_2 + K_1 + 3 K_2 + K_3 + 2,160*K1**4*K2 - 384*K1**4 + 32*K1**3*K2*K3 - 96*K1**3*K3 + 160*K1**2*K2**3 - 720*K1**2*K2**2 + 64*K1**2*K2*K3**2 + 1584*K1**2*K2 - 160*K1**2*K3**2 - 1280*K1**2 - 416*K1*K2**2*K3 - 64*K1*K2*K3*K4 + 1240*K1*K2*K3 + 352*K1*K3*K4 + 40*K1*K4*K5 - 184*K2**4 - 80*K2**2*K3**2 - 8*K2**2*K4**2 + 328*K2**2*K4 - 958*K2**2 + 88*K2*K3*K5 + 8*K2*K4*K6 - 484*K3**2 - 194*K4**2 - 36*K5**2 - 2*K6**2 + 1008,"<a href=""/flatknot/5.41"">5.41</a>",5.41
"<a href=""/flatknot/5.42"">5.42</a>",O1O2O3O4U1U4O5U3U2U5,"[[ 0 -3  0  0  1  2]
 [ 3  0  3  2  1  2]
 [ 0 -3  0  0  0  2]
 [ 0 -2  0  0  0  1]
 [-1 -1  0  0  0  0]
 [-2 -2 -2 -1  0  0]]","[[ 0  2  1  0  0 -3]
 [-2  0  0 -1 -2 -2]
 [-1  0  0  0  0 -1]
 [ 0  1  0  0  0 -2]
 [ 0  2  0  0  0 -3]
 [ 3  2  1  2  3  0]]",True,"[-2, -1, 0, 0, 3, 0, 1, 2, 2, 0, 0, 1, 0, 2, 3]","[-3, 0, 0, 1, 2, 0, 1, 3, 3, 0, 1, 0, 1, 1, 1]",t^{5} + 23 t^{3} + 6 t,t^{6} + 37 t^{4} + 25 t^{2} + 1,"[-3, 0, 0, 1, 2, 0, 1, 3, 3, 0, 1, 0, 1, 1, 1]","[-2, -1, 0, 0, 3, 1, 0, 1, 3, 1, 1, 3, 0, 0, 1]","[-3, 0, 0, 1, 2, 2, 3, 1, 2, 0, 0, 1, 0, 2, 0]","[0, 0, 0]","[[{1, 5}, {2, 4}, {3}], [{1, 5}, {3, 4}, {2}], [{1, 5}, {4}, {2, 3}], [{1, 5}, {4}, {3}, {2}], [{2, 5}, {1, 4}, {3}], [{2, 5}, {3, 4}, {1}], [{2, 5}, {4}, {1, 3}], [{2, 5}, {4}, {3}, {1}], [{3, 5}, {1, 4}, {2}], [{3, 5}, {2, 4}, {1}], [{3, 5}, {4}, {1, 2}], [{3, 5}, {4}, {2}, {1}], [{4, 5}, {1, 3}, {2}], [{4, 5}, {2, 3}, {1}], [{4, 5}, {3}, {1, 2}], [{4, 5}, {3}, {2}, {1}], [{5}, {1, 4}, {2, 3}], [{5}, {1, 4}, {3}, {2}], [{5}, {2, 4}, {1, 3}], [{5}, {2, 4}, {3}, {1}], [{5}, {3, 4}, {1, 2}], [{5}, {3, 4}, {2}, {1}], [{5}, {4}, {1, 3}, {2}], [{5}, {4}, {2, 3}, {1}], [{5}, {4}, {3}, {1, 2}]]",2,- 2 K_1^2 - 2 K_1 K_2 + K_1 + K_2 + K_3,-64*K1**4 + 32*K1**3*K2*K3 - 368*K1**2*K2**2 - 160*K1**2*K2*K4 + 832*K1**2*K2 - 64*K1**2*K3**2 - 872*K1**2 - 160*K1*K2**2*K3 + 880*K1*K2*K3 + 328*K1*K3*K4 - 8*K2**4 - 48*K2**2*K3**2 - 72*K2**2*K4**2 + 352*K2**2*K4 - 798*K2**2 + 32*K2*K3*K5 + 40*K2*K4*K6 - 364*K3**2 - 230*K4**2 - 4*K5**2 - 2*K6**2 + 716,"<a href=""/flatknot/5.42"">5.42</a>",5.42
"<a href=""/flatknot/5.43"">5.43</a>",O1O2O3O4U1U4O5U3U5U2,"[[ 0 -3  1  0  1  1]
 [ 3  0  3  2  1  1]
 [-1 -3  0 -1  0  1]
 [ 0 -2  1  0  0  1]
 [-1 -1  0  0  0  0]
 [-1 -1 -1 -1  0  0]]","[[ 0  1  1  1  0 -3]
 [-1  0  1  0 -1 -3]
 [-1 -1  0  0 -1 -1]
 [-1  0  0  0  0 -1]
 [ 0  1  1  0  0 -2]
 [ 3  3  1  1  2  0]]",True,"[-1, -1, -1, 0, 3, -1, 0, 1, 3, 0, 1, 1, 0, 1, 2]","[-3, 0, 1, 1, 1, 1, 1, 3, 3, 0, 0, 1, -1, 0, 0]",t^{5} + 18 t^{3} + 3 t,t^{6} + 30 t^{4} + 17 t^{2},"[-3, 0, 1, 1, 1, 1, 1, 3, 3, 0, 0, 1, -1, 0, 0]","[-1, -1, -1, 0, 3, -1, 0, 0, 3, 0, 0, 1, 1, 3, 1]","[-3, 0, 1, 1, 1, 2, 1, 1, 3, 0, 1, 1, 0, 0, -1]","[0, 0, 0]","[[{1, 5}, {2, 4}, {3}], [{2, 5}, {1, 4}, {3}], [{3, 5}, {1, 4}, {2}], [{4, 5}, {3}, {1, 2}], [{5}, {1, 4}, {2, 3}], [{5}, {1, 4}, {3}, {2}]]",1,- 4 K_1^2 - 2 K_1 K_2 + K_1 + 2 K_2 + K_3 + 1,96*K1**4*K2 - 384*K1**4 + 32*K1**3*K2*K3 - 240*K1**2*K2**2 + 480*K1**2*K2 - 32*K1**2*K3**2 - 176*K1**2 + 304*K1*K2*K3 + 48*K1*K3*K4 - 16*K2**4 - 16*K2**2*K3**2 - 8*K2**2*K4**2 + 64*K2**2*K4 - 286*K2**2 + 32*K2*K3*K5 + 8*K2*K4*K6 - 132*K3**2 - 48*K4**2 - 12*K5**2 - 2*K6**2 + 286,"<a href=""/flatknot/5.43"">5.43</a>",5.43
"<a href=""/flatknot/5.44"">5.44</a>",O1O2O3O4U2U1O5U3U5U4,"[[ 0 -2 -2  0  3  1]
 [ 2  0  0  2  3  1]
 [ 2  0  0  1  2  1]
 [ 0 -2 -1  0  2  1]
 [-3 -3 -2 -2  0  0]
 [-1 -1 -1 -1  0  0]]","[[ 0  3  1  0 -2 -2]
 [-3  0  0 -2 -2 -3]
 [-1  0  0 -1 -1 -1]
 [ 0  2  1  0 -1 -2]
 [ 2  2  1  1  0  0]
 [ 2  3  1  2  0  0]]",True,"[-3, -1, 0, 2, 2, 0, 2, 2, 3, 1, 1, 1, 1, 2, 0]","[-3, -1, 0, 2, 2, 0, 2, 2, 3, 1, 1, 1, 1, 2, 0]",t^{5} + 25 t^{3} + 4 t,t^{6} + 43 t^{4} + 20 t^{2},"[-2, -2, 0, 1, 3, 0, 0, 2, 2, 1, 2, 3, 0, 1, 2]","[-3, -1, 0, 2, 2, 2, 1, 2, 3, 0, 2, 2, 0, 1, 0]","[-2, -2, 0, 1, 3, 0, 1, 1, 2, 2, 1, 3, 1, 2, 0]","[0, 0, 0]","[[{1, 5}, {2, 4}, {3}], [{2, 5}, {1, 4}, {3}], [{3, 5}, {2, 4}, {1}], [{4, 5}, {3}, {1, 2}], [{5}, {2, 4}, {1, 3}], [{5}, {2, 4}, {3}, {1}]]",1,- 4 K_1^2 - 2 K_1 K_2 + K_1 + 2 K_2 + K_3 + 1,96*K1**4*K2 - 512*K1**4 - 496*K1**2*K2**2 + 848*K1**2*K2 - 128*K1**2*K3**2 - 408*K1**2 + 600*K1*K2*K3 + 232*K1*K3*K4 + 24*K1*K4*K5 - 16*K2**4 - 16*K2**2*K3**2 - 8*K2**2*K4**2 + 72*K2**2*K4 - 430*K2**2 + 40*K2*K3*K5 + 8*K2*K4*K6 - 252*K3**2 - 128*K4**2 - 28*K5**2 - 2*K6**2 + 502,"<a href=""/flatknot/5.44"">5.44</a>",5.44
"<a href=""/flatknot/5.45"">5.45</a>",O1O2O3O4U2U1O5U4U5U3,"[[ 0 -2 -2  2  1  1]
 [ 2  0  0  3  2  1]
 [ 2  0  0  2  1  1]
 [-2 -3 -2  0 -1  1]
 [-1 -2 -1  1  0  1]
 [-1 -1 -1 -1 -1  0]]","[[ 0  2  1  1 -2 -2]
 [-2  0  1 -1 -2 -3]
 [-1 -1  0 -1 -1 -1]
 [-1  1  1  0 -1 -2]
 [ 2  2  1  1  0  0]
 [ 2  3  1  2  0  0]]",True,"[-2, -1, -1, 2, 2, -1, 1, 2, 3, 1, 1, 1, 1, 2, 0]","[-2, -2, 1, 1, 2, 0, 1, 1, 2, 1, 2, 3, -1, -1, 1]",t^{5} + 23 t^{3} + 3 t,t^{6} + 37 t^{4} + 26 t^{2},"[-2, -2, 1, 1, 2, 0, 1, 2, 1, 2, 2, 2, -1, 0, 2]","[-2, -1, -1, 2, 2, 0, 2, 1, 2, 1, 1, 2, 2, 2, 0]","[-2, -2, 1, 1, 2, 0, 1, 1, 2, 1, 2, 3, -1, -1, 1]","[0, 0, 0]","[[{1, 5}, {3, 4}, {2}], [{3, 5}, {2, 4}, {1}], [{4, 5}, {3}, {1, 2}]]",1,- 2 K_1^2 + K_2,-64*K1**4 + 32*K1**3*K2*K3 - 128*K1**2*K2**2 + 208*K1**2*K2 - 64*K1**2*K3**2 - 208*K1**2 + 288*K1*K2*K3 + 56*K1*K3*K4 - 8*K2**4 + 8*K2**2*K4 - 168*K2**2 - 120*K3**2 - 18*K4**2 + 184,"<a href=""/flatknot/5.45"">5.45</a>",5.45
"<a href=""/flatknot/5.46"">5.46</a>",O1O2O3O4U2U3O5U1U5U4,"[[ 0 -2 -2  0  3  1]
 [ 2  0 -1  1  4  1]
 [ 2  1  0  1  2  0]
 [ 0 -1 -1  0  1  0]
 [-3 -4 -2 -1  0  0]
 [-1 -1  0  0  0  0]]","[[ 0  3  1  0 -2 -2]
 [-3  0  0 -1 -2 -4]
 [-1  0  0  0  0 -1]
 [ 0  1  0  0 -1 -1]
 [ 2  2  0  1  0  1]
 [ 2  4  1  1 -1  0]]",True,"[-3, -1, 0, 2, 2, 0, 1, 2, 4, 0, 0, 1, 1, 1, -1]","[-3, -1, 0, 2, 2, 0, 1, 2, 4, 0, 0, 1, 1, 1, -1]",t^{5} + 25 t^{3} + 7 t,t^{6} + 43 t^{4} + 19 t^{2},"[-2, -2, 0, 1, 3, -1, 1, 3, 3, 1, 2, 1, 1, 2, 2]","[-3, -1, 0, 2, 2, 2, 2, 1, 3, 1, 2, 3, 1, 1, -1]","[-2, -2, 0, 1, 3, -1, 1, 1, 4, 1, 0, 2, 0, 1, 0]","[0, 0, 0]","[[{3, 5}, {1, 4}, {2}], [{4, 5}, {1, 3}, {2}]]",1,4 K_1^3 - 4 K_1^2 - 2 K_1 K_2 - 2 K_1 + 2 K_2 + 1,-16*K1**4 - 192*K1**2*K2**4 + 352*K1**2*K2**3 - 704*K1**2*K2**2 + 680*K1**2*K2 - 16*K1**2*K3**2 - 620*K1**2 + 160*K1*K2**3*K3 + 496*K1*K2*K3 + 48*K1*K3*K4 + 16*K1*K4*K5 - 32*K2**6 + 32*K2**4*K4 - 224*K2**4 - 48*K2**2*K3**2 - 8*K2**2*K4**2 + 64*K2**2*K4 - 200*K2**2 + 8*K2*K3*K5 - 156*K3**2 - 44*K4**2 - 8*K5**2 + 410,"<a href=""/flatknot/5.46"">5.46</a>",5.46
"<a href=""/flatknot/5.47"">5.47</a>",O1O2O3O4U2U3O5U4U1U5,"[[ 0 -1 -2  0  1  2]
 [ 1  0 -2  0  2  2]
 [ 2  2  0  1  2  1]
 [ 0  0 -1  0  1  1]
 [-1 -2 -2 -1  0  1]
 [-2 -2 -1 -1 -1  0]]","[[ 0  2  1  0 -1 -2]
 [-2  0 -1 -1 -2 -1]
 [-1  1  0 -1 -2 -2]
 [ 0  1  1  0  0 -1]
 [ 1  2  2  0  0 -2]
 [ 2  1  2  1  2  0]]",True,"[-2, -1, 0, 1, 2, 1, 1, 2, 1, 1, 2, 2, 0, 1, 2]","[-2, -1, 0, 1, 2, -1, 1, 1, 3, 1, 0, 1, 0, 1, 0]",t^{5} + 21 t^{3},t^{6} + 31 t^{4} + 8 t^{2},"[-2, -1, 0, 1, 2, -1, 1, 1, 3, 1, 0, 1, 0, 1, 0]","[-2, -1, 0, 1, 2, 0, 1, 1, 3, 0, 0, 1, 1, 1, -1]","[-2, -1, 0, 1, 2, 2, 1, 2, 1, 0, 2, 2, 1, 1, 1]","[0, 0, 0]","[[{1, 5}, {3, 4}, {2}], [{2, 5}, {1, 4}, {3}], [{3, 5}, {2, 4}, {1}], [{4, 5}, {1, 3}, {2}]]",1,- 4 K_1^2 + 2 K_2 + 1,-16*K1**4 + 96*K1**2*K2**3 - 304*K1**2*K2**2 + 448*K1**2*K2 - 16*K1**2*K3**2 - 428*K1**2 + 288*K1*K2*K3 + 32*K1*K3*K4 - 80*K2**4 + 24*K2**2*K4 - 200*K2**2 - 100*K3**2 - 16*K4**2 + 270,"<a href=""/flatknot/5.47"">5.47</a>",5.47
"<a href=""/flatknot/5.48"">5.48</a>",O1O2O3O4U2U4O5U1U5U3,"[[ 0 -2 -2  2  1  1]
 [ 2  0 -1  3  1  1]
 [ 2  1  0  2  1  0]
 [-2 -3 -2  0  0  0]
 [-1 -1 -1  0  0  0]
 [-1 -1  0  0  0  0]]","[[ 0  2  1  1 -2 -2]
 [-2  0  0  0 -2 -3]
 [-1  0  0  0  0 -1]
 [-1  0  0  0 -1 -1]
 [ 2  2  0  1  0  1]
 [ 2  3  1  1 -1  0]]",True,"[-2, -1, -1, 2, 2, 0, 0, 2, 3, 0, 0, 1, 1, 1, -1]","[-2, -2, 1, 1, 2, -1, 1, 1, 3, 0, 1, 2, 0, 0, 0]",t^{5} + 17 t^{3} + 6 t,t^{6} + 31 t^{4} + 15 t^{2} + 1,"[-2, -2, 1, 1, 2, -1, 2, 3, 2, 2, 2, 1, 0, 1, 1]","[-2, -1, -1, 2, 2, 1, 1, 1, 2, 0, 2, 2, 2, 3, -1]","[-2, -2, 1, 1, 2, -1, 1, 1, 3, 0, 1, 2, 0, 0, 0]","[0, 0, 0]","[[{3, 5}, {1, 4}, {2}], [{3, 5}, {2, 4}, {1}], [{3, 5}, {4}, {1, 2}]]",1,- 6 K_1^2 - 4 K_1 K_2 + 2 K_1 + 3 K_2 + 2 K_3 + 2,160*K1**4*K2 - 464*K1**4 + 32*K1**3*K2*K3 - 288*K1**3*K3 - 432*K1**2*K2**2 - 32*K1**2*K2*K4 + 1744*K1**2*K2 - 176*K1**2*K3**2 - 1512*K1**2 - 192*K1*K2**2*K3 - 96*K1*K2*K3*K4 + 1384*K1*K2*K3 + 384*K1*K3*K4 + 72*K1*K4*K5 - 24*K2**4 - 48*K2**2*K3**2 - 16*K2**2*K4**2 + 248*K2**2*K4 - 1180*K2**2 + 136*K2*K3*K5 + 32*K2*K4*K6 - 604*K3**2 - 234*K4**2 - 68*K5**2 - 12*K6**2 + 1184,"<a href=""/flatknot/5.48"">5.48</a>",5.48
"<a href=""/flatknot/5.49"">5.49</a>",O1O2O3O4U2U4O5U3U1U5,"[[ 0 -1 -2  0  1  2]
 [ 1  0 -2  1  1  2]
 [ 2  2  0  2  1  1]
 [ 0 -1 -2  0  0  1]
 [-1 -1 -1  0  0  0]
 [-2 -2 -1 -1  0  0]]","[[ 0  2  1  0 -1 -2]
 [-2  0  0 -1 -2 -1]
 [-1  0  0  0 -1 -1]
 [ 0  1  0  0 -1 -2]
 [ 1  2  1  1  0 -2]
 [ 2  1  1  2  2  0]]",True,"[-2, -1, 0, 1, 2, 0, 1, 2, 1, 0, 1, 1, 1, 2, 2]","[-2, -1, 0, 1, 2, -1, 0, 2, 3, 0, 1, 1, 1, 1, 1]",t^{5} + 17 t^{3} + 5 t,t^{6} + 27 t^{4} + 19 t^{2},"[-2, -1, 0, 1, 2, -1, 0, 2, 3, 0, 1, 1, 1, 1, 1]","[-2, -1, 0, 1, 2, 1, 1, 1, 3, 1, 1, 2, 0, 0, -1]","[-2, -1, 0, 1, 2, 2, 2, 1, 1, 1, 1, 2, 0, 1, 0]","[0, 0, 0]","[[{1, 5}, {4}, {2, 3}], [{2, 5}, {1, 4}, {3}], [{3, 5}, {1, 4}, {2}], [{4, 5}, {2, 3}, {1}], [{5}, {1, 4}, {2, 3}], [{5}, {4}, {2, 3}, {1}]]",1,- 8 K_1^2 - 4 K_1 K_2 + 2 K_1 + 4 K_2 + 2 K_3 + 3,256*K1**4*K2 - 816*K1**4 + 64*K1**3*K2*K3 - 656*K1**2*K2**2 + 1432*K1**2*K2 - 208*K1**2*K3**2 - 32*K1**2*K4**2 - 968*K1**2 + 1136*K1*K2*K3 + 264*K1*K3*K4 + 56*K1*K4*K5 - 64*K2**4 - 112*K2**2*K3**2 - 48*K2**2*K4**2 + 208*K2**2*K4 - 980*K2**2 + 104*K2*K3*K5 + 32*K2*K4*K6 - 476*K3**2 - 180*K4**2 - 44*K5**2 - 4*K6**2 + 1034,"<a href=""/flatknot/5.49"">5.49</a>",5.49
"<a href=""/flatknot/5.50"">5.50</a>",O1O2O3O4U3U1O5U4U5U2,"[[ 0 -2  1 -1  1  1]
 [ 2  0  2  0  2  1]
 [-1 -2  0 -1  0  1]
 [ 1  0  1  0  1  1]
 [-1 -2  0 -1  0  1]
 [-1 -1 -1 -1 -1  0]]","[[ 0  1  1  1 -1 -2]
 [-1  0  1  0 -1 -2]
 [-1 -1  0 -1 -1 -1]
 [-1  0  1  0 -1 -2]
 [ 1  1  1  1  0  0]
 [ 2  2  1  2  0  0]]",True,"[-1, -1, -1, 1, 2, -1, 0, 1, 2, 1, 1, 1, 1, 2, 0]","[-2, -1, 1, 1, 1, 0, 1, 2, 2, 1, 1, 1, -1, -1, 0]",t^{5} + 14 t^{3} + 2 t,t^{6} + 22 t^{4} + 7 t^{2},"[-2, -1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 0, -1, -1]","[-1, -1, -1, 1, 2, -1, -1, 1, 2, 0, 1, 1, 1, 1, 1]","[-2, -1, 1, 1, 1, 0, 1, 2, 2, 1, 1, 1, -1, -1, 0]","[0, 0, 0]","[[{2, 5}, {1, 4}, {3}], [{4, 5}, {3}, {1, 2}]]",1,- 2 K_1^2 + K_2,-576*K1**4 - 160*K1**2*K2**2 + 624*K1**2*K2 + 8*K1**2 + 128*K1*K2*K3 - 8*K2**4 + 8*K2**2*K4 - 152*K2**2 - 24*K3**2 - 2*K4**2 + 152,"<a href=""/flatknot/5.50"">5.50</a>",5.50
"<a href=""/flatknot/5.51"">5.51</a>",O1O2O3O4U3U2O5U1U5U4,"[[ 0 -2 -1 -1  3  1]
 [ 2  0  0  0  4  1]
 [ 1  0  0  0  2  0]
 [ 1  0  0  0  1  0]
 [-3 -4 -2 -1  0  0]
 [-1 -1  0  0  0  0]]","[[ 0  3  1 -1 -1 -2]
 [-3  0  0 -1 -2 -4]
 [-1  0  0  0  0 -1]
 [ 1  1  0  0  0  0]
 [ 1  2  0  0  0  0]
 [ 2  4  1  0  0  0]]",True,"[-3, -1, 1, 1, 2, 0, 1, 2, 4, 0, 0, 1, 0, 0, 0]","[-3, -1, 1, 1, 2, 0, 1, 2, 4, 0, 0, 1, 0, 0, 0]",t^{5} + 22 t^{3} + 5 t,t^{6} + 38 t^{4} + 18 t^{2} + 1,"[-2, -1, -1, 1, 3, 1, 1, 2, 1, 0, 2, 2, 2, 3, 2]","[-3, -1, 1, 1, 2, 2, 2, 3, 1, 2, 2, 2, 0, 1, 1]","[-2, -1, -1, 1, 3, 0, 0, 1, 4, 0, 0, 1, 0, 2, 0]","[0, 0, 0]","[[{3, 5}, {1, 4}, {2}], [{3, 5}, {2, 4}, {1}], [{3, 5}, {4}, {1, 2}], [{4, 5}, {1, 3}, {2}]]",1,- 2 K_1^2 - 2 K_1 K_2 + K_1 + K_2 + K_3,-352*K1**4 + 32*K1**3*K2*K3 - 192*K1**3*K3 - 432*K1**2*K2**2 - 160*K1**2*K2*K4 + 1360*K1**2*K2 - 96*K1**2*K3**2 - 1208*K1**2 - 32*K1*K2*K3*K4 + 1224*K1*K2*K3 + 312*K1*K3*K4 + 56*K1*K4*K5 - 40*K2**4 - 16*K2**2*K3**2 - 8*K2**2*K4**2 + 232*K2**2*K4 - 966*K2**2 + 88*K2*K3*K5 + 8*K2*K4*K6 - 524*K3**2 - 222*K4**2 - 60*K5**2 - 2*K6**2 + 996,"<a href=""/flatknot/5.51"">5.51</a>",5.51
"<a href=""/flatknot/5.52"">5.52</a>",O1O2O3O4U3U2O5U4U1U5,"[[ 0 -1 -1 -1  1  2]
 [ 1  0 -1 -1  2  2]
 [ 1  1  0  0  2  1]
 [ 1  1  0  0  1  1]
 [-1 -2 -2 -1  0  1]
 [-2 -2 -1 -1 -1  0]]","[[ 0  2  1 -1 -1 -1]
 [-2  0 -1 -1 -1 -2]
 [-1  1  0 -1 -2 -2]
 [ 1  1  1  0  0  1]
 [ 1  1  2  0  0  1]
 [ 1  2  2 -1 -1  0]]",True,"[-2, -1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 0, -1, -1]","[-2, -1, 1, 1, 1, 0, 1, 2, 2, 0, 0, 1, -1, -1, 0]",t^{5} + 18 t^{3} + 4 t,t^{6} + 26 t^{4} + 13 t^{2} + 1,"[-1, -1, -1, 1, 2, -1, 0, 0, 2, 1, 0, 1, 1, 2, 0]","[-2, -1, 1, 1, 1, 0, 1, 2, 2, 0, 0, 1, -1, -1, 0]","[-1, -1, -1, 1, 2, -1, -1, 2, 2, 0, 1, 1, 2, 1, 1]","[0, 0, 0]","[[{1, 5}, {2, 4}, {3}], [{3, 5}, {2, 4}, {1}], [{4, 5}, {3}, {1, 2}], [{5}, {2, 4}, {1, 3}]]",1,- 2 K_1^2 + K_2,96*K1**4*K2 - 544*K1**4 - 256*K1**3*K3 - 448*K1**2*K2**2 - 96*K1**2*K2*K4 + 1560*K1**2*K2 - 32*K1**2*K3**2 - 1120*K1**2 + 1016*K1*K2*K3 + 208*K1*K3*K4 - 40*K2**4 + 120*K2**2*K4 - 808*K2**2 - 384*K3**2 - 122*K4**2 + 848,"<a href=""/flatknot/5.52"">5.52</a>",5.52
"<a href=""/flatknot/5.53"">5.53</a>",O1O2O3O4U3U4O5U1U5U2,"[[ 0 -2  1 -1  1  1]
 [ 2  0  2 -1  1  1]
 [-1 -2  0 -1  1  0]
 [ 1  1  1  0  1  0]
 [-1 -1 -1 -1  0  0]
 [-1 -1  0  0  0  0]]","[[ 0  1  1  1 -1 -2]
 [-1  0  1  0 -1 -2]
 [-1 -1  0  0 -1 -1]
 [-1  0  0  0  0 -1]
 [ 1  1  1  0  0  1]
 [ 2  2  1  1 -1  0]]",True,"[-1, -1, -1, 1, 2, -1, 0, 1, 2, 0, 1, 1, 0, 1, -1]","[-2, -1, 1, 1, 1, -1, 1, 1, 2, 0, 1, 1, 0, 0, -1]",t^{5} + 10 t^{3} + 7 t,t^{6} + 18 t^{4} + 18 t^{2} + 1,"[-2, -1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 2, -1, 0, 0]","[-1, -1, -1, 1, 2, -1, 0, 1, 2, 0, 1, 1, 2, 2, 2]","[-2, -1, 1, 1, 1, -1, 1, 1, 2, 0, 1, 1, 0, 0, -1]","[0, 0, 0]","[[{1, 5}, {3, 4}, {2}], [{2, 5}, {3, 4}, {1}], [{4, 5}, {1, 3}, {2}], [{5}, {3, 4}, {1, 2}]]",1,4 K_1^3 - 6 K_1^2 - 4 K_1 K_2 - K_1 + 3 K_2 + K_3 + 2,384*K1**4*K2 - 1216*K1**4 + 128*K1**3*K2*K3 - 64*K1**3*K3 + 512*K1**2*K2**3 - 2384*K1**2*K2**2 - 128*K1**2*K2*K4 + 2312*K1**2*K2 - 128*K1**2*K3**2 - 544*K1**2 + 256*K1*K2**3*K3 - 512*K1*K2**2*K3 - 96*K1*K2**2*K5 + 1760*K1*K2*K3 + 152*K1*K3*K4 + 8*K1*K4*K5 - 32*K2**6 + 64*K2**4*K4 - 632*K2**4 - 32*K2**3*K6 - 272*K2**2*K3**2 - 16*K2**2*K4**2 + 488*K2**2*K4 - 518*K2**2 + 136*K2*K3*K5 + 16*K2*K4*K6 - 292*K3**2 - 58*K4**2 - 12*K5**2 - 2*K6**2 + 720,"<a href=""/flatknot/5.53"">5.53</a>",5.53
